"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6230","test_add_contact_negative[Ivan-Ivanov-0501234567--Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","2979","test_edit_contact_clear_required_fields[name]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"Тест успешной авторизации через API и получения токена","187","test_api_login_success","api_tests","2026-09-21","passed","2026-09-21","","test_api_login","",""
"Тест обновления существующего контакта (Update)","598","test_api_update_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_contacts","",""
"","3087","test_edit_contact_clear_required_fields[email]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"","1342","test_delete_contact","tests","2026-09-21","passed","2026-09-21","","test_delete_contact","",""
"","1309","test_open_contact_details","tests","2026-09-21","passed","2026-09-21","","test_contacts_page","",""
"","2738","test_duplicate_contact_cards_count","tests","2026-09-21","skipped","2026-09-21","","test_contacts_page","",""
"Негативные тесты: Регистрация с неверными данными или существующим email","1091","test_registration_negative[invalid_email-Wrong email or password format-Невалидный формат email]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","5347","test_edit_contact_duplicate_phone","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
"Негативные тесты: Авторизация с неверными данными","2120","test_login_negative[invalid_password-Валидный email, но невалидный пароль]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","7552","test_add_contact_duplicate_phone","tests","2026-09-21","skipped","2026-09-21","","test_add_contact","",""
"","5719","test_edit_contact_positive","tests","2026-09-21","passed","2026-09-21","","test_edit_contact","",""
"","1586","test_add_contact_negative[Ivan-Ivanov--test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-21","passed","2026-09-21","","test_add_contact","",""
"","99","test_api_add_contact","api_tests","2026-09-21","passed","2026-09-21","","test_api_add_contact","",""
"","2952","test_edit_contact_clear_required_fields[last_name]","tests","2026-09-21","skipped","2026-09-21","","test_edit_contact","",""
