"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1449","test_edit_contact_clear_required_fields[email]","tests","2026-09-03","skipped","2026-09-03","","test_edit_contact","",""
"Негативный тест: Создание контакта без обязательного поля (name)","46","test_api_add_contact_missing_required_field","api_tests","2026-09-03","passed","2026-09-03","","test_api_add_contact","",""
"","1067","test_add_contact_negative[Ivan-Ivanov-0501234567-not-an-email-Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-03","passed","2026-09-03","","test_add_contact","",""
"","1433","test_edit_contact_clear_required_fields[name]","tests","2026-09-03","skipped","2026-09-03","","test_edit_contact","",""
"Негативный тест: Регистрация с уже существующим email в базе","1018","test_registration_existing_user_alert","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"Негативный тест: Регистрация с ВАЛИДНЫМ (уникальным) email + невалидным паролем","972","test_registration_invalid_password_format","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"Проверка: Авторизованный пользователь может успешно выйти из системы.","90","test_logout_success","tests","2026-09-03","passed","2026-09-03","TestLogout","test_logout","",""
"","6356","test_add_contact_duplicate_phone","tests","2026-09-03","skipped","2026-09-03","","test_add_contact","",""
"","1424","test_edit_contact_clear_required_fields[last_name]","tests","2026-09-03","skipped","2026-09-03","","test_edit_contact","",""
"","5594","test_add_contact_negative[Ivan-Ivanov-0501234567--Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-03","skipped","2026-09-03","","test_add_contact","",""
"Позитивный тест: Успешная авторизация с валидными данными","1025","test_login_success","tests","2026-09-03","passed","2026-09-03","","test_login","",""
"","1067","test_add_contact_negative[Ivan-Ivanov--test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-03","passed","2026-09-03","","test_add_contact","",""
"","2298","test_duplicate_contact_cards_count","tests","2026-09-03","skipped","2026-09-03","","test_contacts_page","",""
