"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1616","test_add_contact_negative[Ivan-Ivanov-0501234567-not-an-email-Tel Aviv-desc-Email not valid: must be a well-formed email address]","tests","2026-09-06","passed","2026-09-06","","test_add_contact","",""
"Негативный тест: Авторизация с неверным форматом пароля","2066","test_login_with_wrong_password","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"","2190","test_open_contact_details","tests","2026-09-06","passed","2026-09-06","","test_contacts_page","",""
"","3255","test_edit_contact_clear_required_fields[name]","tests","2026-09-06","skipped","2026-09-06","","test_edit_contact","",""
"Негативный тест: Попытка создать дубликат контакта","183","test_api_add_contact_duplicate","api_tests","2026-09-06","skipped","2026-09-06","","test_api_add_contact","",""
"","7528","test_add_contact_duplicate_phone","tests","2026-09-06","skipped","2026-09-06","","test_add_contact","",""
"","2090","test_add_contact_negative[Ivan-Ivanov-050123-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-06","passed","2026-09-06","","test_add_contact","",""
"Негативный тест: Регистрация с уже существующим email в базе","1776","test_registration_existing_user_alert","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"","2818","test_duplicate_contact_cards_count","tests","2026-09-06","skipped","2026-09-06","","test_contacts_page","",""
"Тест массового удаления контактов (Пылесос)","0","test_api_clear_all_contacts","api_tests","2026-09-06","skipped","2026-09-06","","test_api_delete","",""
"Позитивный тест: Успешная авторизация с валидными данными","1653","test_login_success","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"","6258","test_add_contact_negative[Ivan-Ivanov-0501234567-test@mail.com--desc-Address cannot be empty!]","tests","2026-09-06","skipped","2026-09-06","","test_add_contact","",""
"","6150","test_add_contact_negative[Ivan--0501234567-test@mail.com-Tel Aviv-desc-Last Name cannot be empty!]","tests","2026-09-06","skipped","2026-09-06","","test_add_contact","",""
"Тест получения списка контактов (Read)","266","test_api_get_all_contacts","api_tests","2026-09-06","passed","2026-09-06","","test_api_contacts","",""
"Позитивный тест: Успешная регистрация нового пользователя","1699","test_registration_success","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"","2643","test_edit_contact_clear_required_fields[phone]","tests","2026-09-06","skipped","2026-09-06","","test_edit_contact","",""
"","1865","test_add_contact_negative[Ivan-Ivanov--test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-06","passed","2026-09-06","","test_add_contact","",""
"Проверка последовательного удаления нескольких конкретных контактов","4321","test_delete_multiple_contacts","tests","2026-09-06","passed","2026-09-06","","test_delete_contact","",""
"Негативный тест: Авторизация с неверным форматом email","1869","test_login_with_wrong_email","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"Проверка: Авторизованный пользователь может успешно выйти из системы.","86","test_logout_success","tests","2026-09-06","passed","2026-09-06","TestLogout","test_logout","",""
"","5912","test_add_contact_negative[-Ivanov-0501234567-test@mail.com-Tel Aviv-desc-Name cannot be empty!]","tests","2026-09-06","skipped","2026-09-06","","test_add_contact","",""
"Проверка безопасности: Неавторизованный пользователь не может открыть страницу /contacts.","387","test_logout_security_redirect","tests","2026-09-06","passed","2026-09-06","TestLogout","test_logout","",""
"","1973","test_contact_is_visible_in_list","tests","2026-09-06","passed","2026-09-06","","test_contacts_page","",""
"Тест удаления конкретного контакта (Delete)","429","test_api_delete_contact","api_tests","2026-09-06","passed","2026-09-06","","test_api_delete","",""
"Негативный тест: Регистрация с ВАЛИДНЫМ (уникальным) email + невалидным паролем","1821","test_registration_invalid_password_format","tests","2026-09-06","passed","2026-09-06","","test_login","",""
"","1334","test_add_contact_negative[Ivan-Ivanov-abcdefghij-test@mail.com-Tel Aviv-desc-Phone not valid: Phone number must contain only digits! And length min 10, max 15!]","tests","2026-09-06","passed","2026-09-06","","test_add_contact","",""
